building_id,damage_grade,prediction
235801000471,Grade 2,4.0
235801000581,Grade 1,4.0
235801000582,Grade 3,0.0
235801000641,Grade 5,0.0
235801000651,Grade 5,0.0
235801000652,Grade 2,4.0
235801000691,Grade 5,0.0
235801000701,Grade 4,0.0
235801000711,Grade 5,0.0
235801000751,Grade 3,0.0
235801000761,Grade 5,0.0
235801000791,Grade 5,0.0
235801000821,Grade 4,0.0
235801000851,Grade 5,0.0
235801000861,Grade 5,0.0
235801000891,Grade 5,0.0
235801000931,Grade 5,0.0
235801000951,Grade 5,0.0
235801000981,Grade 3,4.0
235801000993,Grade 4,0.0
235801001191,Grade 5,0.0
235801001231,Grade 5,0.0
235801001301,Grade 4,0.0
235801001371,Grade 5,0.0
235801001391,Grade 5,0.0
235801001411,Grade 5,0.0
235801001521,Grade 5,0.0
235801001541,Grade 5,0.0
235801001611,Grade 5,0.0
235801001651,Grade 4,0.0
235801001661,Grade 4,0.0
235801001671,Grade 5,0.0
235801001691,Grade 5,0.0
235801001741,Grade 5,0.0
235801001771,Grade 5,0.0
235801001802,Grade 1,4.0
235801001881,Grade 5,0.0
235801001891,Grade 5,0.0
235801001971,Grade 5,0.0
235801001981,Grade 3,4.0
235801002021,Grade 5,0.0
235801002111,Grade 5,0.0
235801002211,Grade 5,0.0
235801002221,Grade 5,0.0
235801002261,Grade 5,0.0
235801002311,Grade 3,4.0
235801002371,Grade 5,0.0
235801002461,Grade 5,0.0
235801002541,Grade 5,0.0
235801002601,Grade 5,0.0
235801002701,Grade 5,0.0
235801002721,Grade 5,0.0
235801002781,Grade 5,0.0
235801002791,Grade 5,0.0
235801002821,Grade 4,0.0
235801002841,Grade 5,0.0
235801002871,Grade 4,0.0
235801002951,Grade 5,0.0
235801002991,Grade 5,0.0
235801003042,Grade 5,0.0
235801003051,Grade 5,0.0
235801003071,Grade 5,0.0
235801003081,Grade 5,0.0
235801003121,Grade 5,0.0
235801003131,Grade 5,0.0
235801003141,Grade 5,0.0
235801003241,Grade 5,0.0
235801003431,Grade 5,0.0
235801003441,Grade 5,0.0
235801003471,Grade 5,0.0
235801003521,Grade 5,0.0
235801003551,Grade 4,0.0
235801003561,Grade 5,0.0
235801003621,Grade 5,0.0
235801003631,Grade 5,0.0
235801003731,Grade 5,0.0
235801003751,Grade 5,0.0
235801003851,Grade 5,0.0
235801003911,Grade 5,0.0
235801003961,Grade 5,0.0
235801003991,Grade 5,0.0
235801004061,Grade 5,0.0
235801004181,Grade 5,0.0
235801004211,Grade 5,0.0
235801004261,Grade 5,0.0
235801004291,Grade 5,0.0
235801004381,Grade 4,0.0
235801004481,Grade 5,0.0
235801004501,Grade 5,0.0
235801004601,Grade 5,0.0
235801004691,Grade 5,0.0
235801004721,Grade 5,0.0
235801004771,Grade 5,0.0
235801004851,Grade 5,0.0
235801004891,Grade 1,4.0
235802000021,Grade 5,0.0
235802000281,Grade 5,0.0
235802000291,Grade 5,0.0
235802000352,Grade 5,0.0
235802000361,Grade 5,0.0
235802000451,Grade 5,0.0
235802000491,Grade 5,0.0
235802000511,Grade 5,0.0
235802000541,Grade 5,0.0
235802000621,Grade 5,0.0
235802000641,Grade 5,0.0
235802000671,Grade 5,0.0
235802000681,Grade 5,0.0
235802000682,Grade 5,0.0
235802000712,Grade 5,0.0
235802000713,Grade 5,0.0
235802000831,Grade 5,0.0
235802000851,Grade 5,0.0
235802000861,Grade 5,0.0
235802000931,Grade 5,0.0
235802000981,Grade 5,0.0
235802001091,Grade 5,0.0
235802001111,Grade 5,0.0
235802001141,Grade 5,0.0
235802001151,Grade 5,0.0
235802001171,Grade 5,0.0
235802001221,Grade 4,0.0
235802001241,Grade 5,0.0
235802001291,Grade 5,0.0
235802001301,Grade 5,0.0
235802001331,Grade 5,0.0
235802001341,Grade 5,0.0
235802001351,Grade 5,0.0
235802001381,Grade 5,0.0
235802001401,Grade 5,0.0
235802001451,Grade 5,0.0
235802001481,Grade 5,0.0
235802001511,Grade 5,0.0
235802001562,Grade 5,0.0
235802001661,Grade 5,0.0
235802001671,Grade 5,0.0
235802001731,Grade 5,0.0
235802001791,Grade 5,0.0
235802001811,Grade 4,0.0
235802001881,Grade 5,0.0
235802002061,Grade 5,0.0
235802002101,Grade 5,0.0
235802002121,Grade 5,0.0
235802002191,Grade 5,0.0
235802002251,Grade 5,0.0
235802002311,Grade 5,0.0
235802002321,Grade 5,0.0
235802002331,Grade 5,0.0
235802002382,Grade 5,0.0
235802002421,Grade 5,0.0
235803000131,Grade 5,0.0
