building_id,damage_grade,prediction
304301000791,Grade 5,0.0
304301000821,Grade 5,0.0
304301000841,Grade 4,0.0
304301000881,Grade 4,0.0
304301000911,Grade 5,0.0
304301000941,Grade 5,0.0
304302000031,Grade 5,0.0
304302000041,Grade 5,0.0
304302000091,Grade 5,0.0
304302000141,Grade 5,0.0
304302000241,Grade 5,0.0
304302000281,Grade 5,0.0
304302000291,Grade 5,0.0
304302000441,Grade 5,0.0
304302000451,Grade 4,0.0
304302000471,Grade 5,0.0
304302000501,Grade 5,0.0
304302000581,Grade 5,0.0
304302000621,Grade 5,0.0
304303000011,Grade 5,0.0
304303000141,Grade 4,0.0
304303000171,Grade 5,0.0
304303000191,Grade 5,0.0
304303000281,Grade 5,0.0
304303000291,Grade 5,0.0
304303000371,Grade 5,0.0
304303000391,Grade 5,0.0
304303000411,Grade 5,0.0
304303000431,Grade 5,0.0
304303000541,Grade 5,0.0
304303000571,Grade 5,0.0
304303000591,Grade 5,0.0
304303000711,Grade 5,0.0
304303000751,Grade 5,0.0
304303000771,Grade 5,0.0
304303000801,Grade 5,0.0
304303000811,Grade 5,0.0
304303000861,Grade 5,0.0
304303000931,Grade 5,0.0
304303000951,Grade 5,0.0
304303001031,Grade 5,0.0
304303001121,Grade 5,0.0
304304010121,Grade 5,0.0
304304010141,Grade 5,0.0
304304010211,Grade 4,0.0
304304030011,Grade 5,0.0
304304030081,Grade 5,0.0
304304030171,Grade 5,0.0
304304030211,Grade 5,0.0
304304030221,Grade 5,0.0
304304030301,Grade 5,0.0
304304030321,Grade 5,0.0
304304030331,Grade 5,0.0
304304030451,Grade 5,0.0
304304030471,Grade 5,0.0
304304030491,Grade 5,0.0
304305000121,Grade 5,0.0
304305000151,Grade 5,0.0
304305000171,Grade 5,0.0
304305000191,Grade 5,0.0
304305000221,Grade 5,0.0
304305000291,Grade 5,0.0
304305000361,Grade 5,0.0
304305000471,Grade 5,0.0
304305000481,Grade 5,0.0
304305000571,Grade 3,0.0
304305000581,Grade 5,0.0
304305000641,Grade 4,0.0
304305000671,Grade 5,0.0
304305000861,Grade 5,0.0
304305001041,Grade 4,0.0
304305001051,Grade 4,0.0
304305001081,Grade 5,0.0
304305001111,Grade 4,0.0
304305001171,Grade 5,0.0
304305001191,Grade 5,0.0
304306000061,Grade 4,0.0
304306000071,Grade 4,0.0
304306000121,Grade 5,0.0
304306000141,Grade 5,0.0
304306000161,Grade 5,0.0
304306000251,Grade 5,0.0
304306000291,Grade 5,0.0
304306000361,Grade 5,0.0
304306000421,Grade 5,0.0
304306000441,Grade 5,0.0
304306000491,Grade 5,0.0
304306000521,Grade 5,0.0
304306000621,Grade 5,0.0
304306000661,Grade 5,0.0
304306000781,Grade 5,0.0
304306000811,Grade 5,0.0
304307000031,Grade 5,0.0
304307000121,Grade 5,0.0
304307000131,Grade 5,0.0
304307000141,Grade 5,0.0
304307000201,Grade 5,0.0
304307000221,Grade 5,0.0
304307000271,Grade 5,0.0
304307000401,Grade 5,0.0
304307000461,Grade 5,0.0
304307000501,Grade 5,0.0
304307000581,Grade 5,0.0
304307000621,Grade 5,0.0
304307000691,Grade 5,0.0
304307000701,Grade 5,0.0
304307000721,Grade 5,0.0
304307000741,Grade 4,0.0
304307000811,Grade 5,0.0
304307000832,Grade 1,4.0
304307000851,Grade 5,0.0
304307000861,Grade 5,0.0
304307000911,Grade 5,0.0
304307000951,Grade 5,0.0
304308000041,Grade 4,0.0
304308000051,Grade 5,0.0
304308000211,Grade 5,0.0
304308000231,Grade 5,0.0
304308000261,Grade 5,0.0
304308000331,Grade 5,0.0
304308000411,Grade 5,0.0
304308000451,Grade 5,0.0
304308000461,Grade 5,0.0
304308000481,Grade 5,0.0
304308000511,Grade 5,0.0
304308000521,Grade 5,0.0
304308000581,Grade 5,0.0
304308000651,Grade 5,0.0
304308000701,Grade 5,0.0
304308000721,Grade 5,0.0
304308000751,Grade 5,0.0
304308000771,Grade 5,0.0
304308000791,Grade 5,0.0
304308000801,Grade 5,0.0
304308000811,Grade 5,0.0
304308000841,Grade 5,0.0
304308000861,Grade 5,0.0
304308001031,Grade 5,0.0
304308001041,Grade 5,0.0
304308001071,Grade 4,0.0
304308001201,Grade 5,0.0
304308001221,Grade 5,0.0
304308001251,Grade 5,0.0
304309000091,Grade 5,0.0
304309000241,Grade 5,0.0
304309000281,Grade 5,0.0
304309000291,Grade 5,0.0
304309000311,Grade 5,0.0
304309000351,Grade 5,0.0
304309000362,Grade 5,0.0
304309000381,Grade 5,0.0
304309000431,Grade 5,0.0
304309000451,Grade 4,0.0
304309000471,Grade 5,0.0
304309000501,Grade 5,0.0
304309000621,Grade 4,0.0
304309000641,Grade 4,0.0
304309000742,Grade 5,0.0
304309000762,Grade 4,0.0
304309000811,Grade 5,0.0
304309000861,Grade 2,0.0
304309000901,Grade 5,0.0
304309000921,Grade 5,0.0
304309000961,Grade 4,0.0
304309001011,Grade 4,0.0
304401000011,Grade 3,0.0
304401000031,Grade 4,0.0
304401000081,Grade 5,0.0
304401000111,Grade 2,0.0
304401000141,Grade 4,0.0
304401000201,Grade 5,0.0
304401000381,Grade 5,0.0
304401000391,Grade 3,0.0
304401000393,Grade 5,0.0
304401000421,Grade 4,0.0
304401000442,Grade 5,0.0
304401000461,Grade 2,0.0
304401000521,Grade 4,0.0
304401000531,Grade 4,0.0
304401000571,Grade 4,0.0
304401000651,Grade 4,0.0
304401000721,Grade 4,0.0
304401000771,Grade 4,0.0
304401000781,Grade 4,0.0
304401000821,Grade 3,0.0
304401000851,Grade 4,0.0
304401000921,Grade 5,0.0
304401001001,Grade 5,0.0
304401001011,Grade 5,0.0
304401001051,Grade 5,0.0
304401001061,Grade 5,0.0
304401001221,Grade 5,0.0
304401001251,Grade 5,0.0
304401001281,Grade 3,0.0
304401001291,Grade 2,0.0
304402000061,Grade 5,0.0
304402000151,Grade 5,0.0
304402000161,Grade 5,0.0
304402000181,Grade 5,0.0
304402000201,Grade 3,0.0
304402000241,Grade 4,0.0
304402000391,Grade 5,0.0
304402000411,Grade 5,0.0
304402000461,Grade 5,0.0
304402000481,Grade 3,0.0
304402000581,Grade 3,0.0
304402000601,Grade 5,0.0
304402000691,Grade 4,0.0
304402000831,Grade 5,0.0
304402000841,Grade 5,0.0
304402000871,Grade 5,0.0
304402000951,Grade 5,0.0
304402000961,Grade 4,0.0
304402000971,Grade 5,0.0
304402000991,Grade 5,0.0
304402001021,Grade 5,0.0
304402001041,Grade 5,0.0
304402001061,Grade 5,0.0
304402001091,Grade 3,0.0
304402001151,Grade 5,0.0
304402001161,Grade 3,0.0
304403000041,Grade 5,0.0
304403000081,Grade 5,0.0
304403000171,Grade 5,0.0
304403000181,Grade 5,0.0
304403000191,Grade 4,0.0
304403000221,Grade 5,0.0
304403000261,Grade 5,0.0
304403000321,Grade 5,0.0
304403000351,Grade 5,0.0
304403000362,Grade 5,0.0
304403000401,Grade 5,0.0
304403000581,Grade 5,0.0
304403000631,Grade 5,0.0
304403000681,Grade 5,0.0
304403000731,Grade 5,0.0
304403000741,Grade 5,0.0
304403000781,Grade 5,0.0
304403000841,Grade 5,0.0
304403000931,Grade 1,4.0
304403000971,Grade 5,0.0
304404000011,Grade 5,0.0
304404000071,Grade 5,0.0
304404000131,Grade 5,0.0
304404000191,Grade 5,0.0
304404000241,Grade 5,0.0
304404000291,Grade 5,0.0
304404000341,Grade 5,0.0
304404000441,Grade 5,0.0
304404000451,Grade 5,0.0
304404000491,Grade 5,0.0
304404000521,Grade 5,0.0
304404000541,Grade 5,0.0
304404000551,Grade 5,0.0
304404000562,Grade 5,0.0
304404000611,Grade 5,0.0
304404000791,Grade 5,0.0
304404000911,Grade 5,0.0
304404000931,Grade 5,0.0
304404000951,Grade 4,0.0
304404000971,Grade 5,0.0
304404001001,Grade 1,4.0
304404001082,Grade 5,0.0
304404001091,Grade 5,0.0
304404001171,Grade 5,0.0
304404001181,Grade 4,0.0
304404001211,Grade 5,0.0
304405000021,Grade 5,0.0
304405000101,Grade 5,0.0
304405000171,Grade 5,0.0
304405000191,Grade 5,0.0
304405000201,Grade 5,0.0
304405000231,Grade 5,0.0
304405000311,Grade 5,0.0
304405000401,Grade 5,0.0
304405000411,Grade 5,0.0
304405000421,Grade 5,0.0
304405000451,Grade 5,0.0
304405000511,Grade 5,0.0
304405000551,Grade 5,0.0
304405000561,Grade 5,0.0
304405000571,Grade 5,0.0
304405000681,Grade 5,0.0
304405000761,Grade 5,0.0
304405000771,Grade 5,0.0
304405001001,Grade 3,0.0
304405001011,Grade 5,0.0
304405001091,Grade 5,0.0
304405001141,Grade 5,0.0
304405001171,Grade 5,0.0
304405001241,Grade 5,0.0
304405001251,Grade 5,0.0
304405001331,Grade 5,0.0
304405001411,Grade 5,0.0
304405001451,Grade 5,0.0
304406000091,Grade 5,0.0
304406000131,Grade 4,0.0
304406000161,Grade 3,0.0
304406000181,Grade 5,0.0
304406000311,Grade 4,0.0
304406000331,Grade 3,0.0
304406000351,Grade 4,0.0
304406000401,Grade 5,0.0
304406000461,Grade 3,0.0
304406000471,Grade 5,0.0
304406000481,Grade 5,0.0
304406000521,Grade 4,0.0
304406000591,Grade 4,0.0
304406000601,Grade 4,0.0
304406000711,Grade 4,0.0
304406000731,Grade 4,0.0
304406000761,Grade 5,0.0
304406000781,Grade 4,0.0
304406000871,Grade 4,0.0
304406000911,Grade 5,0.0
304406000931,Grade 4,0.0
304406000941,Grade 3,0.0
304406000991,Grade 3,0.0
304406001051,Grade 3,0.0
304406001121,Grade 5,0.0
304406001161,Grade 4,0.0
304406001171,Grade 5,0.0
304406001191,Grade 2,0.0
304406001201,Grade 2,0.0
304407000021,Grade 4,0.0
304407000111,Grade 4,0.0
304407000131,Grade 4,0.0
304407000141,Grade 4,0.0
304407000231,Grade 4,0.0
304407000241,Grade 5,0.0
304407000261,Grade 5,0.0
304407000291,Grade 4,0.0
304407000351,Grade 5,0.0
304407000421,Grade 4,0.0
