building_id,damage_grade,prediction
120101000031,Grade 2,0.0
120101000071,Grade 5,0.0
120101000091,Grade 3,0.0
120101000141,Grade 2,0.0
120101000201,Grade 3,0.0
120101000221,Grade 3,0.0
120101000281,Grade 1,0.0
120101000331,Grade 4,0.0
120101000411,Grade 1,0.0
120101000421,Grade 2,0.0
120101000431,Grade 2,0.0
120101000451,Grade 4,0.0
120101000471,Grade 2,0.0
120101000501,Grade 2,0.0
120102000031,Grade 3,0.0
120102000071,Grade 3,0.0
120102000141,Grade 3,0.0
120102000291,Grade 1,0.0
120102000361,Grade 3,0.0
120102000391,Grade 1,0.0
120102000401,Grade 2,0.0
120102000411,Grade 3,0.0
120102000472,Grade 3,0.0
120102000491,Grade 1,0.0
120102000681,Grade 1,0.0
120102000741,Grade 5,0.0
120102000772,Grade 1,0.0
120102000801,Grade 1,0.0
120102000831,Grade 3,0.0
120103000041,Grade 3,0.0
120103000101,Grade 3,0.0
120103000211,Grade 1,0.0
120103000262,Grade 1,0.0
120103000341,Grade 5,0.0
120103000391,Grade 2,0.0
120103000521,Grade 2,0.0
120103000641,Grade 1,0.0
120103000681,Grade 3,0.0
120103000701,Grade 1,0.0
120103000721,Grade 1,0.0
120103000751,Grade 1,0.0
120103000771,Grade 1,0.0
120103000921,Grade 3,0.0
120103000942,Grade 1,0.0
120103000951,Grade 1,0.0
120103000991,Grade 4,0.0
120103001011,Grade 2,0.0
120103001121,Grade 3,0.0
120103001141,Grade 1,0.0
120104000101,Grade 1,0.0
120104000221,Grade 2,0.0
120104000241,Grade 1,0.0
120104000281,Grade 1,0.0
120104000351,Grade 1,0.0
120104000551,Grade 1,0.0
120104000631,Grade 2,4.0
120105000011,Grade 3,0.0
120105000141,Grade 2,0.0
120105000271,Grade 4,0.0
120105000341,Grade 2,0.0
120105000432,Grade 1,0.0
120105000441,Grade 1,0.0
120105000521,Grade 2,0.0
120106000071,Grade 1,0.0
120106000111,Grade 2,0.0
120106000141,Grade 3,0.0
120106000271,Grade 2,0.0
120106000351,Grade 2,0.0
120106000371,Grade 1,0.0
120106000401,Grade 1,0.0
120106000431,Grade 2,0.0
120106000481,Grade 3,0.0
120106000531,Grade 2,0.0
120106000601,Grade 3,0.0
120106000671,Grade 1,0.0
120106000681,Grade 1,0.0
120106000701,Grade 1,0.0
120106000751,Grade 1,0.0
120106000761,Grade 2,0.0
120106000781,Grade 5,0.0
120107000031,Grade 1,0.0
120107000041,Grade 3,0.0
120107000221,Grade 2,0.0
120107000341,Grade 1,0.0
120107000401,Grade 1,0.0
120107000431,Grade 1,0.0
120107000571,Grade 1,0.0
120107000621,Grade 2,0.0
120107000661,Grade 1,0.0
