building_id,cluster,damage_numeric,damage_grade
304301000751,0,5.0,Grade 5
304301000761,0,5.0,Grade 5
304301000771,0,4.0,Grade 4
304301000781,0,5.0,Grade 5
304301000791,0,5.0,Grade 5
304302000351,0,5.0,Grade 5
304301000801,0,4.0,Grade 4
304301000811,0,5.0,Grade 5
304301000821,0,5.0,Grade 5
304301000831,0,5.0,Grade 5
304301000841,0,4.0,Grade 4
304301000851,0,3.0,Grade 3
304301000861,0,5.0,Grade 5
304301000871,0,4.0,Grade 4
304301000881,0,4.0,Grade 4
304301000891,0,4.0,Grade 4
304301000901,0,5.0,Grade 5
304301000911,0,5.0,Grade 5
304301000912,0,5.0,Grade 5
304301000921,0,5.0,Grade 5
304301000931,0,5.0,Grade 5
304301000941,0,5.0,Grade 5
304301000951,0,5.0,Grade 5
304301000961,0,5.0,Grade 5
304301000971,0,5.0,Grade 5
304301000981,0,5.0,Grade 5
304301000991,0,5.0,Grade 5
304302000011,0,5.0,Grade 5
304302000021,0,5.0,Grade 5
304302000031,0,5.0,Grade 5
304302000041,0,5.0,Grade 5
304302000061,0,5.0,Grade 5
304302000071,0,5.0,Grade 5
304302000081,0,5.0,Grade 5
304302000091,0,5.0,Grade 5
304302000101,0,5.0,Grade 5
304302000121,0,5.0,Grade 5
304302000131,0,5.0,Grade 5
304302000141,0,5.0,Grade 5
304302000151,0,5.0,Grade 5
304302000161,0,5.0,Grade 5
304302000171,0,5.0,Grade 5
304302000181,0,5.0,Grade 5
304302000191,0,5.0,Grade 5
304302000201,0,4.0,Grade 4
304302000211,0,5.0,Grade 5
304302000221,0,5.0,Grade 5
304302000231,0,5.0,Grade 5
304302000241,0,5.0,Grade 5
304302000251,0,5.0,Grade 5
304302000261,0,5.0,Grade 5
304302000271,0,5.0,Grade 5
304302000281,0,5.0,Grade 5
304302000291,0,5.0,Grade 5
304302000301,0,5.0,Grade 5
304302000311,0,5.0,Grade 5
304302000321,0,5.0,Grade 5
304302000361,0,5.0,Grade 5
304302000371,0,1.0,Grade 1
304302000381,0,5.0,Grade 5
304302000391,0,5.0,Grade 5
304302000401,0,5.0,Grade 5
304302000411,0,5.0,Grade 5
304302000421,0,5.0,Grade 5
304302000431,0,4.0,Grade 4
304302000441,0,5.0,Grade 5
304302000451,0,4.0,Grade 4
304302000461,0,5.0,Grade 5
304302000471,0,5.0,Grade 5
304302000481,0,5.0,Grade 5
304302000491,0,5.0,Grade 5
304302000501,0,5.0,Grade 5
304302000511,0,5.0,Grade 5
304302000521,0,5.0,Grade 5
304302000531,0,5.0,Grade 5
304302000541,0,4.0,Grade 4
304302000551,0,5.0,Grade 5
304302000561,0,4.0,Grade 4
304302000571,0,5.0,Grade 5
304302000581,0,5.0,Grade 5
304302000591,0,4.0,Grade 4
304302000601,0,4.0,Grade 4
304302000611,0,4.0,Grade 4
304302000621,0,5.0,Grade 5
304302000631,0,5.0,Grade 5
304302000641,0,4.0,Grade 4
304302000651,0,5.0,Grade 5
304302000661,0,4.0,Grade 4
304302000671,0,4.0,Grade 4
304302000681,0,5.0,Grade 5
304302000691,0,5.0,Grade 5
304303000011,0,5.0,Grade 5
304303000021,0,5.0,Grade 5
304303000031,0,5.0,Grade 5
304303000041,0,5.0,Grade 5
304303000051,0,5.0,Grade 5
304303000061,0,5.0,Grade 5
304303000071,0,5.0,Grade 5
304303000081,0,4.0,Grade 4
304303000091,0,5.0,Grade 5
304303000101,0,4.0,Grade 4
304303000111,0,5.0,Grade 5
304303000121,0,5.0,Grade 5
304303000131,0,5.0,Grade 5
304303000132,0,5.0,Grade 5
304303000141,0,4.0,Grade 4
304303000151,0,5.0,Grade 5
304303000161,0,5.0,Grade 5
304303000171,0,5.0,Grade 5
304303000181,0,5.0,Grade 5
304303000191,0,5.0,Grade 5
304303000201,0,5.0,Grade 5
304303000211,0,5.0,Grade 5
304303000221,0,5.0,Grade 5
304303000231,0,5.0,Grade 5
304303000241,0,5.0,Grade 5
304303000251,0,5.0,Grade 5
304303000261,0,5.0,Grade 5
304303000271,0,5.0,Grade 5
304303000281,0,5.0,Grade 5
304303000291,0,5.0,Grade 5
304303000301,0,5.0,Grade 5
304303000311,0,5.0,Grade 5
304303000321,0,5.0,Grade 5
304303000331,0,5.0,Grade 5
304303000341,0,5.0,Grade 5
304303000351,0,5.0,Grade 5
304303000361,0,5.0,Grade 5
304303000371,0,5.0,Grade 5
304303000381,0,5.0,Grade 5
304303000391,0,5.0,Grade 5
304303000401,0,5.0,Grade 5
304303000411,0,5.0,Grade 5
304303000421,0,5.0,Grade 5
304303000431,0,5.0,Grade 5
304303000441,0,5.0,Grade 5
304303000451,0,5.0,Grade 5
304303000461,0,5.0,Grade 5
304303000471,0,5.0,Grade 5
304303000481,0,5.0,Grade 5
304303000491,0,5.0,Grade 5
304303000501,0,5.0,Grade 5
304303000511,0,5.0,Grade 5
304303000521,0,5.0,Grade 5
304303000531,0,5.0,Grade 5
304303000541,0,5.0,Grade 5
304303000551,0,5.0,Grade 5
304303000561,0,5.0,Grade 5
304303000571,0,5.0,Grade 5
304303000581,0,5.0,Grade 5
304303000591,0,5.0,Grade 5
304303000601,0,5.0,Grade 5
304303000611,0,5.0,Grade 5
304303000621,0,5.0,Grade 5
304303000631,0,5.0,Grade 5
304303000641,0,5.0,Grade 5
304303000651,0,5.0,Grade 5
304303000661,0,5.0,Grade 5
304303000671,0,5.0,Grade 5
304303000681,0,5.0,Grade 5
304303000691,0,5.0,Grade 5
304303000701,0,5.0,Grade 5
304303000711,0,5.0,Grade 5
304303000721,0,5.0,Grade 5
304303000731,0,5.0,Grade 5
304303000741,0,5.0,Grade 5
304303000751,0,5.0,Grade 5
304303000761,0,5.0,Grade 5
304303000771,0,5.0,Grade 5
304303000781,0,5.0,Grade 5
304303000791,0,5.0,Grade 5
304303000801,0,5.0,Grade 5
304303000811,0,5.0,Grade 5
304303000821,0,5.0,Grade 5
304303000831,0,5.0,Grade 5
304303000841,0,5.0,Grade 5
304303000851,0,5.0,Grade 5
304303000861,0,5.0,Grade 5
304303000871,0,5.0,Grade 5
304303000881,0,5.0,Grade 5
304303000891,0,5.0,Grade 5
304303000901,0,5.0,Grade 5
304303000911,0,5.0,Grade 5
304303000921,0,5.0,Grade 5
304303000931,0,5.0,Grade 5
304303000941,0,5.0,Grade 5
304303000951,0,5.0,Grade 5
304303000961,0,5.0,Grade 5
304303000971,0,5.0,Grade 5
304303000981,0,5.0,Grade 5
304303000991,0,5.0,Grade 5
304303001001,0,5.0,Grade 5
304303001011,0,5.0,Grade 5
304303001021,0,5.0,Grade 5
304303001031,0,5.0,Grade 5
304303001041,0,5.0,Grade 5
304303001051,0,5.0,Grade 5
304303001061,0,5.0,Grade 5
304303001071,0,5.0,Grade 5
304303001081,0,5.0,Grade 5
304303001091,0,5.0,Grade 5
304303001101,0,5.0,Grade 5
304303001111,0,5.0,Grade 5
304303001121,0,5.0,Grade 5
304303001131,0,5.0,Grade 5
304303001141,0,5.0,Grade 5
304303001151,0,5.0,Grade 5
304303001161,0,5.0,Grade 5
304304010011,0,5.0,Grade 5
304304010021,0,5.0,Grade 5
304304010031,0,5.0,Grade 5
304304010041,0,5.0,Grade 5
304304010051,0,5.0,Grade 5
304304010061,0,5.0,Grade 5
304304010071,0,5.0,Grade 5
304304010081,0,5.0,Grade 5
304304010091,0,5.0,Grade 5
304304010101,0,5.0,Grade 5
304304010111,0,5.0,Grade 5
304304010121,0,5.0,Grade 5
304304010131,0,5.0,Grade 5
304304010141,0,5.0,Grade 5
304304010151,0,5.0,Grade 5
304304010161,0,5.0,Grade 5
304304010171,0,5.0,Grade 5
304304010181,0,5.0,Grade 5
304304010191,0,5.0,Grade 5
304304010201,0,5.0,Grade 5
304304010211,0,4.0,Grade 4
304304020011,0,5.0,Grade 5
304304020021,0,5.0,Grade 5
304304020031,0,5.0,Grade 5
304304020041,0,5.0,Grade 5
304304020051,0,5.0,Grade 5
304304020061,0,5.0,Grade 5
304304020071,0,5.0,Grade 5
304304020081,0,5.0,Grade 5
304304020091,0,5.0,Grade 5
304304020101,0,5.0,Grade 5
304304020111,0,5.0,Grade 5
304304020121,0,5.0,Grade 5
304304020131,0,5.0,Grade 5
304304020141,0,5.0,Grade 5
304304020151,0,5.0,Grade 5
304304020161,0,5.0,Grade 5
304304020171,0,5.0,Grade 5
304304020181,0,5.0,Grade 5
304304020191,0,5.0,Grade 5
304304030011,0,5.0,Grade 5
304304030021,0,5.0,Grade 5
304304030031,0,5.0,Grade 5
304304030041,0,5.0,Grade 5
304304030042,0,5.0,Grade 5
304304030051,0,5.0,Grade 5
304304030061,0,5.0,Grade 5
304304030071,0,5.0,Grade 5
304304030081,0,5.0,Grade 5
304304030091,0,5.0,Grade 5
304304030101,0,5.0,Grade 5
304304030111,0,5.0,Grade 5
304304030121,0,5.0,Grade 5
304304030131,0,5.0,Grade 5
304304030141,0,5.0,Grade 5
304304030151,0,5.0,Grade 5
304304030161,0,5.0,Grade 5
304304030171,0,5.0,Grade 5
304304030181,0,5.0,Grade 5
304304030191,0,5.0,Grade 5
304304030201,0,5.0,Grade 5
304304030211,0,5.0,Grade 5
304304030221,0,5.0,Grade 5
304304030231,0,5.0,Grade 5
304304030241,0,5.0,Grade 5
304304030251,0,5.0,Grade 5
304304030261,0,5.0,Grade 5
304304030271,0,5.0,Grade 5
304304030281,0,5.0,Grade 5
304304030291,0,5.0,Grade 5
304304030301,0,5.0,Grade 5
304304030311,0,4.0,Grade 4
304304030321,0,5.0,Grade 5
304304030331,0,5.0,Grade 5
304304030341,0,5.0,Grade 5
304304030351,0,5.0,Grade 5
304304030361,0,5.0,Grade 5
304304030371,0,5.0,Grade 5
304304030381,0,5.0,Grade 5
304304030391,0,5.0,Grade 5
304304030401,0,5.0,Grade 5
304304030411,0,5.0,Grade 5
304304030412,0,4.0,Grade 4
304304030413,0,5.0,Grade 5
304304030421,0,4.0,Grade 4
304304030431,0,5.0,Grade 5
304304030441,0,4.0,Grade 4
304304030451,0,5.0,Grade 5
304304030461,0,5.0,Grade 5
304304030471,0,5.0,Grade 5
304304030481,0,5.0,Grade 5
304304030491,0,5.0,Grade 5
304305000011,0,5.0,Grade 5
304305000021,0,5.0,Grade 5
304305000031,0,5.0,Grade 5
304305000041,0,5.0,Grade 5
304305000051,0,5.0,Grade 5
304305000061,0,5.0,Grade 5
304305000071,0,5.0,Grade 5
304305000081,0,5.0,Grade 5
304305000091,0,5.0,Grade 5
304305000101,0,5.0,Grade 5
304305000111,0,5.0,Grade 5
304305000121,0,5.0,Grade 5
304305000131,0,5.0,Grade 5
304305000141,0,5.0,Grade 5
304305000151,0,5.0,Grade 5
304305000161,0,5.0,Grade 5
304305000171,0,5.0,Grade 5
304305000181,0,5.0,Grade 5
304305000191,0,5.0,Grade 5
304305000201,0,5.0,Grade 5
304305000211,0,5.0,Grade 5
304305000221,0,5.0,Grade 5
304305000231,0,5.0,Grade 5
304305000241,0,5.0,Grade 5
304305000251,0,5.0,Grade 5
304305000261,0,4.0,Grade 4
304305000271,0,5.0,Grade 5
304305000281,0,5.0,Grade 5
304305000291,0,5.0,Grade 5
304305000301,0,5.0,Grade 5
304305000311,0,5.0,Grade 5
304305000321,0,5.0,Grade 5
304305000331,0,5.0,Grade 5
304305000341,0,5.0,Grade 5
304305000351,0,5.0,Grade 5
304305000361,0,5.0,Grade 5
304305000371,0,5.0,Grade 5
304305000381,0,4.0,Grade 4
304305000391,0,5.0,Grade 5
304305000401,0,4.0,Grade 4
304305000411,0,5.0,Grade 5
304305000421,0,5.0,Grade 5
304305000431,0,5.0,Grade 5
304305000441,0,4.0,Grade 4
304305000451,0,5.0,Grade 5
304305000461,0,5.0,Grade 5
304305000471,0,5.0,Grade 5
304305000481,0,5.0,Grade 5
304305000491,0,4.0,Grade 4
304305000501,0,5.0,Grade 5
304305000511,0,4.0,Grade 4
304305000521,0,4.0,Grade 4
304305000531,0,4.0,Grade 4
304305000541,0,4.0,Grade 4
304305000551,0,5.0,Grade 5
304305000561,0,5.0,Grade 5
304305000571,0,3.0,Grade 3
304305000581,0,5.0,Grade 5
304305000591,0,4.0,Grade 4
304305000601,0,4.0,Grade 4
304305000611,0,5.0,Grade 5
304305000621,0,5.0,Grade 5
304305000631,0,5.0,Grade 5
304305000641,0,4.0,Grade 4
304305000651,0,4.0,Grade 4
304305000661,0,5.0,Grade 5
304305000671,0,5.0,Grade 5
304305000681,0,4.0,Grade 4
304305000691,0,5.0,Grade 5
304305000701,0,5.0,Grade 5
304305000711,0,5.0,Grade 5
304305000721,0,5.0,Grade 5
304305000731,0,5.0,Grade 5
304305000741,0,5.0,Grade 5
304305000751,0,4.0,Grade 4
304305000761,0,5.0,Grade 5
304305000771,0,4.0,Grade 4
304305000781,0,5.0,Grade 5
304305000791,0,5.0,Grade 5
304305000801,0,5.0,Grade 5
304305000811,0,5.0,Grade 5
304305000821,0,5.0,Grade 5
304305000831,0,4.0,Grade 4
304305000841,0,5.0,Grade 5
304305000851,0,5.0,Grade 5
304305000861,0,5.0,Grade 5
304305000871,0,5.0,Grade 5
304305000881,0,4.0,Grade 4
304305000891,0,5.0,Grade 5
304305000901,0,5.0,Grade 5
304305000911,0,5.0,Grade 5
304305000921,0,4.0,Grade 4
304305000931,0,5.0,Grade 5
304305000941,0,5.0,Grade 5
304305000951,0,5.0,Grade 5
304305000961,0,5.0,Grade 5
304305000971,0,5.0,Grade 5
304305000981,0,5.0,Grade 5
304305000982,0,2.0,Grade 2
304305000991,0,4.0,Grade 4
304305001001,0,4.0,Grade 4
304305001011,0,4.0,Grade 4
304305001021,0,4.0,Grade 4
304305001031,0,4.0,Grade 4
304305001041,0,4.0,Grade 4
