building_id,cluster,damage_numeric,damage_grade
120101000011,0,3.0,Grade 3
120101000021,0,5.0,Grade 5
120101000031,0,2.0,Grade 2
120101000041,0,2.0,Grade 2
120101000051,0,1.0,Grade 1
120101000061,0,2.0,Grade 2
120101000071,0,5.0,Grade 5
120101000081,0,2.0,Grade 2
120101000091,0,3.0,Grade 3
120101000101,0,3.0,Grade 3
120101000111,0,2.0,Grade 2
120101000121,0,1.0,Grade 1
120101000131,0,1.0,Grade 1
120101000141,0,2.0,Grade 2
120101000151,0,1.0,Grade 1
120101000161,0,1.0,Grade 1
120101000171,0,3.0,Grade 3
120101000181,0,2.0,Grade 2
120101000191,0,3.0,Grade 3
120101000201,0,3.0,Grade 3
120101000202,0,2.0,Grade 2
120101000211,0,1.0,Grade 1
120101000212,0,1.0,Grade 1
120101000221,0,3.0,Grade 3
120101000231,0,2.0,Grade 2
120101000241,0,2.0,Grade 2
120101000251,0,3.0,Grade 3
120101000261,0,1.0,Grade 1
120101000271,0,1.0,Grade 1
120101000281,0,1.0,Grade 1
120101000291,0,1.0,Grade 1
120101000301,0,1.0,Grade 1
120101000302,0,1.0,Grade 1
120101000311,0,1.0,Grade 1
120101000321,0,1.0,Grade 1
120101000331,0,4.0,Grade 4
120101000341,0,4.0,Grade 4
120101000351,0,3.0,Grade 3
120101000361,0,3.0,Grade 3
120102000161,0,5.0,Grade 5
120101000371,0,4.0,Grade 4
120101000372,0,1.0,Grade 1
120101000381,0,1.0,Grade 1
120101000382,0,1.0,Grade 1
120101000391,0,5.0,Grade 5
120101000401,0,2.0,Grade 2
120101000411,0,1.0,Grade 1
120101000421,0,2.0,Grade 2
120101000431,0,2.0,Grade 2
120101000441,0,1.0,Grade 1
120101000451,0,4.0,Grade 4
120101000461,0,3.0,Grade 3
120101000471,0,2.0,Grade 2
120101000472,0,2.0,Grade 2
120101000481,0,4.0,Grade 4
120101000491,0,2.0,Grade 2
120101000501,0,2.0,Grade 2
120101000511,0,1.0,Grade 1
120101000521,0,2.0,Grade 2
120101000531,0,3.0,Grade 3
120102000011,0,3.0,Grade 3
120302000861,0,5.0,Grade 5
120102000012,0,1.0,Grade 1
120102000021,0,1.0,Grade 1
120102000031,0,3.0,Grade 3
120102000032,0,2.0,Grade 2
120102000041,0,2.0,Grade 2
120102000042,0,4.0,Grade 4
120102000051,0,3.0,Grade 3
120102000061,0,3.0,Grade 3
120102000062,0,3.0,Grade 3
120102000071,0,3.0,Grade 3
120102000081,0,1.0,Grade 1
120102000091,0,3.0,Grade 3
120102000101,0,1.0,Grade 1
120102000111,0,5.0,Grade 5
120102000112,0,2.0,Grade 2
120102000121,0,2.0,Grade 2
120102000131,0,3.0,Grade 3
120102000141,0,3.0,Grade 3
120102000142,0,1.0,Grade 1
120102000151,0,1.0,Grade 1
120102000152,0,3.0,Grade 3
120102000171,0,4.0,Grade 4
120102000172,0,1.0,Grade 1
120102000181,0,1.0,Grade 1
120102000191,0,1.0,Grade 1
120102000192,0,1.0,Grade 1
120102000201,0,4.0,Grade 4
120102000202,0,3.0,Grade 3
120102000211,0,2.0,Grade 2
120102000212,0,1.0,Grade 1
120102000221,0,3.0,Grade 3
120102000222,0,1.0,Grade 1
120102000231,0,1.0,Grade 1
120102000241,0,2.0,Grade 2
120102000251,0,4.0,Grade 4
120102000252,0,4.0,Grade 4
120102000261,0,1.0,Grade 1
120102000271,0,1.0,Grade 1
120102000281,0,1.0,Grade 1
120102000291,0,1.0,Grade 1
120102000292,0,1.0,Grade 1
120102000301,0,1.0,Grade 1
120102000302,0,1.0,Grade 1
120102000311,0,5.0,Grade 5
120102000312,0,4.0,Grade 4
120102000321,0,2.0,Grade 2
120102000331,0,5.0,Grade 5
120102000332,0,1.0,Grade 1
120102000341,0,2.0,Grade 2
120102000351,0,3.0,Grade 3
120102000352,0,1.0,Grade 1
120102000361,0,3.0,Grade 3
120102000371,0,4.0,Grade 4
120102000381,0,1.0,Grade 1
120102000382,0,1.0,Grade 1
120102000391,0,1.0,Grade 1
120102000401,0,2.0,Grade 2
120102000411,0,3.0,Grade 3
120102000421,0,2.0,Grade 2
120102000422,0,1.0,Grade 1
120102000431,0,4.0,Grade 4
120102000432,0,2.0,Grade 2
120102000433,0,1.0,Grade 1
120102000441,0,2.0,Grade 2
120102000451,0,4.0,Grade 4
120102000461,0,4.0,Grade 4
120102000462,0,3.0,Grade 3
120102000471,0,5.0,Grade 5
120102000472,0,3.0,Grade 3
120102000481,0,4.0,Grade 4
120102000491,0,1.0,Grade 1
120209000121,0,5.0,Grade 5
120102000501,0,4.0,Grade 4
120102000502,0,3.0,Grade 3
120102000511,0,3.0,Grade 3
120102000521,0,2.0,Grade 2
120102000531,0,3.0,Grade 3
120102000541,0,5.0,Grade 5
120102000551,0,3.0,Grade 3
120102000561,0,3.0,Grade 3
120102000571,0,2.0,Grade 2
120102000581,0,5.0,Grade 5
120102000591,0,3.0,Grade 3
120102000601,0,4.0,Grade 4
120102000611,0,3.0,Grade 3
120102000621,0,5.0,Grade 5
120102000622,0,3.0,Grade 3
120102000631,0,5.0,Grade 5
120102000641,0,5.0,Grade 5
120102000651,0,4.0,Grade 4
120102000661,0,2.0,Grade 2
120102000671,0,3.0,Grade 3
120102000681,0,1.0,Grade 1
120102000691,0,3.0,Grade 3
120102000701,0,3.0,Grade 3
120102000702,0,3.0,Grade 3
120102000711,0,5.0,Grade 5
120102000721,0,5.0,Grade 5
120102000731,0,1.0,Grade 1
120102000732,0,2.0,Grade 2
120102000741,0,5.0,Grade 5
120102000751,0,1.0,Grade 1
120102000761,0,2.0,Grade 2
120102000771,0,3.0,Grade 3
120102000772,0,1.0,Grade 1
120102000781,0,4.0,Grade 4
120102000782,0,1.0,Grade 1
120102000791,0,4.0,Grade 4
120102000801,0,1.0,Grade 1
120102000811,0,4.0,Grade 4
120102000821,0,3.0,Grade 3
120102000831,0,3.0,Grade 3
120102000841,0,4.0,Grade 4
120102000851,0,5.0,Grade 5
120102000852,0,3.0,Grade 3
120102000861,0,2.0,Grade 2
120102000871,0,5.0,Grade 5
120102000881,0,5.0,Grade 5
120102000891,0,3.0,Grade 3
120103000011,0,3.0,Grade 3
120103000021,0,5.0,Grade 5
120103000022,0,1.0,Grade 1
120103000031,0,1.0,Grade 1
120103000041,0,3.0,Grade 3
120103000051,0,5.0,Grade 5
120103000061,0,1.0,Grade 1
120103000071,0,5.0,Grade 5
120103000081,0,1.0,Grade 1
120103000091,0,2.0,Grade 2
120203000231,0,2.0,Grade 2
120103000101,0,3.0,Grade 3
120103000111,0,3.0,Grade 3
120103000121,0,2.0,Grade 2
120103000122,0,1.0,Grade 1
120103000131,0,3.0,Grade 3
120103000132,0,1.0,Grade 1
120103000141,0,3.0,Grade 3
120103000151,0,3.0,Grade 3
120103000161,0,2.0,Grade 2
120103000171,0,5.0,Grade 5
120103000181,0,5.0,Grade 5
120103000191,0,2.0,Grade 2
120103000192,0,1.0,Grade 1
120103000201,0,1.0,Grade 1
120103000202,0,2.0,Grade 2
120103000211,0,1.0,Grade 1
120103000221,0,1.0,Grade 1
120103000231,0,4.0,Grade 4
120103000241,0,2.0,Grade 2
120103000242,0,2.0,Grade 2
120103000251,0,3.0,Grade 3
120103000261,0,5.0,Grade 5
120103000262,0,1.0,Grade 1
120103000271,0,1.0,Grade 1
120103000281,0,3.0,Grade 3
120103000291,0,2.0,Grade 2
120103000301,0,3.0,Grade 3
120103000311,0,3.0,Grade 3
120103000321,0,1.0,Grade 1
120103000331,0,3.0,Grade 3
120103000341,0,5.0,Grade 5
120103000351,0,2.0,Grade 2
120103000361,0,1.0,Grade 1
120103000371,0,1.0,Grade 1
120103000381,0,5.0,Grade 5
120103000391,0,2.0,Grade 2
120103000401,0,3.0,Grade 3
120103000402,0,3.0,Grade 3
120103000411,0,4.0,Grade 4
120103000421,0,5.0,Grade 5
120103000431,0,3.0,Grade 3
120103000432,0,3.0,Grade 3
120103000441,0,2.0,Grade 2
120103000451,0,2.0,Grade 2
120103000452,0,3.0,Grade 3
120103000461,0,4.0,Grade 4
120103000471,0,1.0,Grade 1
120103000481,0,2.0,Grade 2
120103000491,0,1.0,Grade 1
120103000501,0,1.0,Grade 1
120103000511,0,1.0,Grade 1
120103000521,0,2.0,Grade 2
120103000531,0,1.0,Grade 1
120103000541,0,1.0,Grade 1
120103000551,0,3.0,Grade 3
120103000552,0,1.0,Grade 1
120103000561,0,3.0,Grade 3
120103000571,0,2.0,Grade 2
120103000581,0,1.0,Grade 1
