building_id,cluster,damage_numeric,damage_grade
204509000391,0,4.0,Grade 4
204509000392,0,4.0,Grade 4
204509000401,0,5.0,Grade 5
204509000411,0,4.0,Grade 4
204509000421,0,4.0,Grade 4
204509000431,0,4.0,Grade 4
204509000441,0,3.0,Grade 3
204509000451,0,2.0,Grade 2
204509000452,0,4.0,Grade 4
204509000461,0,3.0,Grade 3
204509000471,0,3.0,Grade 3
204509000481,0,3.0,Grade 3
204509000491,0,3.0,Grade 3
204509000501,0,4.0,Grade 4
204509000511,0,4.0,Grade 4
204509000521,0,3.0,Grade 3
204509000531,0,4.0,Grade 4
204509000541,0,3.0,Grade 3
204601000011,0,2.0,Grade 2
204601000021,0,3.0,Grade 3
204601000031,0,2.0,Grade 2
204601000041,0,2.0,Grade 2
204601000051,0,2.0,Grade 2
204601000061,0,3.0,Grade 3
204601000071,0,4.0,Grade 4
204601000081,0,2.0,Grade 2
204601000091,0,2.0,Grade 2
204601000101,0,4.0,Grade 4
204601000111,0,1.0,Grade 1
204601000121,0,2.0,Grade 2
204601000131,0,2.0,Grade 2
204601000141,0,2.0,Grade 2
204601000151,0,3.0,Grade 3
204601000161,0,2.0,Grade 2
204601000171,0,3.0,Grade 3
204601000181,0,4.0,Grade 4
204601000191,0,3.0,Grade 3
204601000201,0,3.0,Grade 3
204601000211,0,4.0,Grade 4
204601000212,0,2.0,Grade 2
204601000221,0,1.0,Grade 1
204601000231,0,3.0,Grade 3
204601000241,0,4.0,Grade 4
204601000251,0,3.0,Grade 3
204601000261,0,5.0,Grade 5
204601000271,0,3.0,Grade 3
204601000281,0,1.0,Grade 1
204601000291,0,3.0,Grade 3
204601000301,0,3.0,Grade 3
204601000311,0,3.0,Grade 3
204601000321,0,2.0,Grade 2
204601000331,0,4.0,Grade 4
204601000341,0,3.0,Grade 3
204601000351,0,2.0,Grade 2
204601000361,0,4.0,Grade 4
204601000371,0,2.0,Grade 2
204601000381,0,2.0,Grade 2
204601000391,0,2.0,Grade 2
204601000401,0,3.0,Grade 3
204601000411,0,2.0,Grade 2
204601000412,0,3.0,Grade 3
204601000421,0,3.0,Grade 3
204601000431,0,3.0,Grade 3
204601000441,0,3.0,Grade 3
204601000451,0,3.0,Grade 3
204601000461,0,1.0,Grade 1
204601000471,0,2.0,Grade 2
204601000481,0,1.0,Grade 1
204601000491,0,3.0,Grade 3
204601000501,0,2.0,Grade 2
204601000511,0,2.0,Grade 2
204601000521,0,2.0,Grade 2
204601000531,0,2.0,Grade 2
204601000541,0,2.0,Grade 2
204601000542,0,2.0,Grade 2
204601000543,0,1.0,Grade 1
204601000551,0,2.0,Grade 2
204601000552,0,3.0,Grade 3
204601000561,0,1.0,Grade 1
204601000562,0,3.0,Grade 3
204601000563,0,2.0,Grade 2
204601000571,0,3.0,Grade 3
204601000581,0,4.0,Grade 4
204601000582,0,2.0,Grade 2
204601000591,0,3.0,Grade 3
204601000601,0,2.0,Grade 2
204601000602,0,4.0,Grade 4
204601000611,0,4.0,Grade 4
204601000621,0,4.0,Grade 4
204601000631,0,4.0,Grade 4
204601000641,0,3.0,Grade 3
204601000651,0,3.0,Grade 3
204601000661,0,3.0,Grade 3
204601000671,0,2.0,Grade 2
204601000681,0,3.0,Grade 3
204601000691,0,2.0,Grade 2
204601000701,0,2.0,Grade 2
204601000711,0,2.0,Grade 2
204601000721,0,2.0,Grade 2
204601000731,0,2.0,Grade 2
204601000741,0,3.0,Grade 3
204601000751,0,2.0,Grade 2
204601000761,0,4.0,Grade 4
204601000771,0,3.0,Grade 3
204601000781,0,3.0,Grade 3
204601000791,0,3.0,Grade 3
204601000801,0,1.0,Grade 1
204601000811,0,4.0,Grade 4
204601000821,0,2.0,Grade 2
204601000831,0,2.0,Grade 2
204601000841,0,3.0,Grade 3
204601000851,0,3.0,Grade 3
204601000861,0,3.0,Grade 3
204601000862,0,2.0,Grade 2
204601000871,0,3.0,Grade 3
