building_id,cluster,damage_numeric,damage_grade
285902000551,0,3.0,Grade 3
285902000561,0,4.0,Grade 4
285902000571,0,3.0,Grade 3
285902000581,0,1.0,Grade 1
285902000591,0,3.0,Grade 3
285902000601,0,4.0,Grade 4
285902000611,0,3.0,Grade 3
285902000621,0,4.0,Grade 4
285902000631,0,2.0,Grade 2
285902000641,0,3.0,Grade 3
285902000651,0,4.0,Grade 4
285902000661,0,3.0,Grade 3
285902000671,0,3.0,Grade 3
285902000681,0,5.0,Grade 5
285902000691,0,4.0,Grade 4
285902000701,0,4.0,Grade 4
285902000711,0,4.0,Grade 4
285902000721,0,4.0,Grade 4
285902000731,0,4.0,Grade 4
285902000741,0,2.0,Grade 2
285902000751,0,5.0,Grade 5
285902000761,0,4.0,Grade 4
285902000762,0,2.0,Grade 2
285902000771,0,5.0,Grade 5
285902000781,0,5.0,Grade 5
285902000791,0,5.0,Grade 5
285902000801,0,3.0,Grade 3
285902000811,0,3.0,Grade 3
285902000821,0,4.0,Grade 4
285902000822,0,4.0,Grade 4
285902000831,0,3.0,Grade 3
285902000841,0,2.0,Grade 2
285902000851,0,2.0,Grade 2
285902000861,0,3.0,Grade 3
285902000862,0,5.0,Grade 5
285902000871,0,2.0,Grade 2
285902000881,0,4.0,Grade 4
285902000891,0,4.0,Grade 4
285902000901,0,1.0,Grade 1
285902000911,0,4.0,Grade 4
285902000921,0,4.0,Grade 4
285902000931,0,5.0,Grade 5
285902000941,0,4.0,Grade 4
285902000951,0,5.0,Grade 5
285902000961,0,4.0,Grade 4
285902000971,0,4.0,Grade 4
285902000981,0,3.0,Grade 3
285902000991,0,4.0,Grade 4
285902001001,0,3.0,Grade 3
285902001011,0,3.0,Grade 3
285902001021,0,3.0,Grade 3
285902001031,0,4.0,Grade 4
285902001041,0,5.0,Grade 5
285902001051,0,3.0,Grade 3
285902001061,0,5.0,Grade 5
285902001071,0,4.0,Grade 4
285902001081,0,3.0,Grade 3
285902001091,0,2.0,Grade 2
285902001101,0,4.0,Grade 4
285902001111,0,3.0,Grade 3
285902001121,0,4.0,Grade 4
285902001131,0,3.0,Grade 3
285902001141,0,4.0,Grade 4
285902001151,0,3.0,Grade 3
285902001161,0,4.0,Grade 4
285902001171,0,3.0,Grade 3
285902001181,0,4.0,Grade 4
285902001191,0,4.0,Grade 4
285902001192,0,4.0,Grade 4
285902001201,0,2.0,Grade 2
285902001211,0,4.0,Grade 4
285902001221,0,3.0,Grade 3
285902001231,0,4.0,Grade 4
285902001241,0,3.0,Grade 3
285902001251,0,4.0,Grade 4
285902001261,0,4.0,Grade 4
285902001271,0,3.0,Grade 3
285902001281,0,3.0,Grade 3
285902001291,0,2.0,Grade 2
285902001301,0,1.0,Grade 1
285902001311,0,4.0,Grade 4
285902001321,0,4.0,Grade 4
285902001331,0,4.0,Grade 4
285902001341,0,3.0,Grade 3
285902001351,0,4.0,Grade 4
285902001361,0,3.0,Grade 3
285902001371,0,3.0,Grade 3
285902001381,0,3.0,Grade 3
285902001391,0,3.0,Grade 3
285902001401,0,3.0,Grade 3
285902001411,0,3.0,Grade 3
285902001421,0,3.0,Grade 3
285902001431,0,4.0,Grade 4
285902001441,0,3.0,Grade 3
285902001451,0,3.0,Grade 3
285903000511,0,5.0,Grade 5
285902001461,0,4.0,Grade 4
285902001471,0,3.0,Grade 3
285902001481,0,3.0,Grade 3
285902001491,0,3.0,Grade 3
285902001501,0,3.0,Grade 3
285902001511,0,3.0,Grade 3
285902001512,0,4.0,Grade 4
285902001521,0,5.0,Grade 5
285902001531,0,3.0,Grade 3
285902001541,0,3.0,Grade 3
285902001542,0,5.0,Grade 5
285902001551,0,4.0,Grade 4
285902001552,0,4.0,Grade 4
285902001561,0,2.0,Grade 2
285902001571,0,4.0,Grade 4
285902001581,0,4.0,Grade 4
285902001591,0,4.0,Grade 4
285902001601,0,1.0,Grade 1
285902001611,0,3.0,Grade 3
285902001621,0,5.0,Grade 5
285902001631,0,5.0,Grade 5
285902001641,0,2.0,Grade 2
285902001651,0,2.0,Grade 2
285902001661,0,2.0,Grade 2
285902001671,0,5.0,Grade 5
285902001681,0,3.0,Grade 3
285902001691,0,3.0,Grade 3
285902001701,0,3.0,Grade 3
285902001711,0,5.0,Grade 5
285902001721,0,5.0,Grade 5
285902001731,0,3.0,Grade 3
285902001741,0,4.0,Grade 4
285903000011,0,4.0,Grade 4
285903000021,0,1.0,Grade 1
285903000031,0,5.0,Grade 5
285903000041,0,5.0,Grade 5
285903000051,0,4.0,Grade 4
285903000061,0,3.0,Grade 3
285903000071,0,5.0,Grade 5
285903000072,0,1.0,Grade 1
285903000081,0,3.0,Grade 3
285903000091,0,5.0,Grade 5
285903000092,0,1.0,Grade 1
