building_id,cluster,damage_numeric,damage_grade
235801000411,0,5.0,Grade 5
235801000421,0,5.0,Grade 5
235801000431,0,5.0,Grade 5
235801000441,0,5.0,Grade 5
235801000451,0,4.0,Grade 4
235801000452,0,5.0,Grade 5
235801000461,0,5.0,Grade 5
235801000462,0,2.0,Grade 2
235801000471,0,2.0,Grade 2
235801000472,0,5.0,Grade 5
235801000481,0,4.0,Grade 4
235801000491,0,5.0,Grade 5
235801000501,0,2.0,Grade 2
235801000511,0,1.0,Grade 1
235801000521,0,1.0,Grade 1
235801000531,0,1.0,Grade 1
235801000532,0,5.0,Grade 5
235801000541,0,5.0,Grade 5
235801000551,0,5.0,Grade 5
235801000561,0,4.0,Grade 4
235801000562,0,5.0,Grade 5
235801000571,0,2.0,Grade 2
235801000581,0,1.0,Grade 1
235801000582,0,3.0,Grade 3
235801000591,0,5.0,Grade 5
235801000601,0,5.0,Grade 5
235801000611,0,5.0,Grade 5
235801000612,0,5.0,Grade 5
235801000621,0,5.0,Grade 5
235801000631,0,5.0,Grade 5
235801000641,0,5.0,Grade 5
235801000651,0,5.0,Grade 5
235801000652,0,2.0,Grade 2
235801000661,0,5.0,Grade 5
235801000671,0,5.0,Grade 5
235801000681,0,5.0,Grade 5
235801000691,0,5.0,Grade 5
235801000701,0,4.0,Grade 4
235801000702,0,5.0,Grade 5
235801000711,0,5.0,Grade 5
235801000721,0,5.0,Grade 5
235801000731,0,5.0,Grade 5
235801000741,0,5.0,Grade 5
235801000751,0,3.0,Grade 3
235801000761,0,5.0,Grade 5
235801000771,0,4.0,Grade 4
235801000781,0,2.0,Grade 2
235801000791,0,5.0,Grade 5
235801000801,0,5.0,Grade 5
235801000811,0,5.0,Grade 5
235801000821,0,4.0,Grade 4
235801001012,0,5.0,Grade 5
235801000831,0,1.0,Grade 1
235801000832,0,3.0,Grade 3
235801000841,0,5.0,Grade 5
235801000851,0,5.0,Grade 5
235801000861,0,5.0,Grade 5
235801000871,0,5.0,Grade 5
235801000881,0,4.0,Grade 4
235801000891,0,5.0,Grade 5
235801000901,0,4.0,Grade 4
235801000911,0,5.0,Grade 5
235801000921,0,3.0,Grade 3
235801000931,0,5.0,Grade 5
235801000941,0,4.0,Grade 4
235801000951,0,5.0,Grade 5
235801000961,0,1.0,Grade 1
235801000971,0,5.0,Grade 5
235801000972,0,5.0,Grade 5
235801000981,0,3.0,Grade 3
235801000982,0,1.0,Grade 1
235801000991,0,5.0,Grade 5
235801000992,0,3.0,Grade 3
235801000993,0,4.0,Grade 4
235801001001,0,5.0,Grade 5
235801001011,0,1.0,Grade 1
235801001021,0,5.0,Grade 5
235801001031,0,5.0,Grade 5
235801001032,0,1.0,Grade 1
235801001041,0,4.0,Grade 4
235801001051,0,4.0,Grade 4
235801001061,0,5.0,Grade 5
235801001071,0,5.0,Grade 5
235801001072,0,5.0,Grade 5
235801001081,0,3.0,Grade 3
235801001091,0,4.0,Grade 4
235801001101,0,5.0,Grade 5
235801001111,0,5.0,Grade 5
235801001121,0,5.0,Grade 5
235801001131,0,5.0,Grade 5
235801001132,0,5.0,Grade 5
235801001141,0,4.0,Grade 4
235801001151,0,5.0,Grade 5
235801001161,0,4.0,Grade 4
235801001171,0,5.0,Grade 5
235801001181,0,5.0,Grade 5
235801001191,0,5.0,Grade 5
235801001201,0,5.0,Grade 5
235801001211,0,3.0,Grade 3
235801001212,0,5.0,Grade 5
235801001421,0,5.0,Grade 5
235801001221,0,4.0,Grade 4
235801001231,0,5.0,Grade 5
235801001241,0,5.0,Grade 5
235801001251,0,5.0,Grade 5
235801001261,0,5.0,Grade 5
235801001262,0,1.0,Grade 1
235801001271,0,5.0,Grade 5
