building_id,cluster,damage_numeric,damage_grade
314408000771,0,5.0,Grade 5
314408000781,0,5.0,Grade 5
314408000782,0,4.0,Grade 4
314408000791,0,5.0,Grade 5
314408000801,0,4.0,Grade 4
314408000811,0,4.0,Grade 4
314408000821,0,5.0,Grade 5
314408000831,0,3.0,Grade 3
314408000832,0,1.0,Grade 1
314408000841,0,2.0,Grade 2
360301004241,0,5.0,Grade 5
314408000851,0,3.0,Grade 3
314408000861,0,4.0,Grade 4
314408000871,0,1.0,Grade 1
314408000881,0,5.0,Grade 5
314408000891,0,4.0,Grade 4
314408000901,0,5.0,Grade 5
314408000911,0,1.0,Grade 1
314408000912,0,1.0,Grade 1
314408000921,0,2.0,Grade 2
314408000922,0,2.0,Grade 2
314408000931,0,2.0,Grade 2
314408000932,0,2.0,Grade 2
314408000941,0,2.0,Grade 2
314408000951,0,2.0,Grade 2
314408000961,0,3.0,Grade 3
314408000971,0,3.0,Grade 3
314408000981,0,2.0,Grade 2
314408000991,0,2.0,Grade 2
314408001001,0,2.0,Grade 2
314408001011,0,2.0,Grade 2
314408001021,0,3.0,Grade 3
360301004251,0,5.0,Grade 5
314408001031,0,2.0,Grade 2
314408001041,0,3.0,Grade 3
314408001051,0,2.0,Grade 2
314408001061,0,3.0,Grade 3
314408001071,0,2.0,Grade 2
314408001081,0,2.0,Grade 2
314408001091,0,5.0,Grade 5
314408001101,0,2.0,Grade 2
314408001111,0,2.0,Grade 2
314408001112,0,2.0,Grade 2
314408001121,0,2.0,Grade 2
314408001131,0,5.0,Grade 5
314409000011,0,5.0,Grade 5
314409000021,0,2.0,Grade 2
314409000031,0,5.0,Grade 5
314409000041,0,2.0,Grade 2
314409000051,0,3.0,Grade 3
314409000052,0,2.0,Grade 2
314409000061,0,3.0,Grade 3
314409000071,0,3.0,Grade 3
314409000081,0,2.0,Grade 2
314409000091,0,2.0,Grade 2
314409000101,0,4.0,Grade 4
314409000111,0,3.0,Grade 3
314409000121,0,2.0,Grade 2
314409000131,0,2.0,Grade 2
314409000132,0,2.0,Grade 2
314409000141,0,3.0,Grade 3
314409000151,0,4.0,Grade 4
314409000161,0,3.0,Grade 3
314409000171,0,3.0,Grade 3
314409000181,0,3.0,Grade 3
314409000191,0,3.0,Grade 3
314409000201,0,3.0,Grade 3
314409000211,0,3.0,Grade 3
314409000221,0,3.0,Grade 3
314409000231,0,3.0,Grade 3
314409000241,0,3.0,Grade 3
314409000251,0,2.0,Grade 2
314409000261,0,2.0,Grade 2
314409000271,0,3.0,Grade 3
314409000281,0,1.0,Grade 1
314409000291,0,2.0,Grade 2
