building_id,damage_numeric,predicted_severity
314408000782,4.0,2.943874503160052
314408000881,5.0,4.933064889788932
314408000901,5.0,4.933064889788932
314408000912,1.0,2.535110842116847
314408000932,2.0,2.9662914121050057
314408000951,2.0,3.052754263614618
314408000971,3.0,2.9722302413173445
314408001011,2.0,2.845587585778154
314409000051,3.0,3.0586930928269567
314409000151,4.0,3.0586930928269567
314409000161,3.0,3.0586930928269567
314409000211,3.0,3.0443360091160283
314409000261,2.0,3.0586930928269567
314409000351,4.0,3.0154775487344647
314409000391,3.0,3.052754263614618
314409000421,4.0,3.052754263614618
314409000481,5.0,4.933064889788932
314409000511,5.0,4.933064889788932
314409000551,5.0,4.933064889788932
314409000581,4.0,3.107672602298259
314409000621,4.0,3.052754263614618
314409000631,3.0,2.943874503160052
314409000651,5.0,4.933064889788932
314409000851,4.0,2.9662914121050057
314409000861,5.0,4.933064889788932
314409000882,3.0,2.9488656329154543
314409000991,3.0,3.0443360091160283
314409001051,3.0,3.0443360091160283
314409001071,5.0,4.933064889788932
314409001081,3.0,2.9488656329154543
314409001091,3.0,2.943874503160052
314409001111,4.0,3.052754263614618
314409001121,5.0,4.933064889788932
314409001131,4.0,2.9488656329154543
314409001161,3.0,2.943874503160052
314409001171,4.0,3.0443360091160283
314409001251,4.0,2.8555343532841913
314409001271,4.0,2.943874503160052
314409001291,4.0,2.8151323012098373
314409001321,2.0,2.981879233172182
314409001351,3.0,3.052754263614618
314409001411,5.0,4.933064889788932
314409001521,5.0,4.933064889788932
314409001531,5.0,4.933064889788932
314409001541,5.0,4.933064889788932
314409001571,3.0,2.8555343532841913
314409001591,3.0,3.0443360091160283
314409001702,5.0,4.933064889788932
314409001721,3.0,3.0443360091160283
314409001801,3.0,3.0586930928269567
314409001961,4.0,3.0443360091160283
314409001971,4.0,2.981879233172182
314409002011,3.0,3.000123095268317
314409002041,5.0,4.933064889788932
314409002091,3.0,3.052754263614618
314409002101,2.0,3.000123095268317
314409002111,4.0,3.0586930928269567
314409002121,4.0,3.0586930928269567
314409002151,2.0,2.9488656329154543
314409002181,5.0,4.933064889788932
314409002202,2.0,2.845587585778154
314409002231,3.0,2.943874503160052
314409002321,4.0,2.943874503160052
314409002331,5.0,4.933064889788932
360101000021,3.0,3.3154877424647458
360101000081,2.0,2.677553133454844
360101000091,3.0,3.327382335353852
360101000111,4.0,3.327382335353852
360101000131,2.0,3.3104966127093434
360101000161,5.0,4.9723136598992905
360101000361,2.0,3.3104966127093434
360101000421,4.0,3.327382335353852
360101000431,4.0,3.327382335353852
360101000471,4.0,3.327382335353852
360101000501,2.0,3.1982521832367543
360101000511,2.0,3.327382335353852
360101000591,4.0,3.327382335353852
360101000601,3.0,3.327382335353852
360101000711,4.0,3.327382335353852
360101000721,3.0,3.327382335353852
360101000841,3.0,3.327382335353852
360101000931,3.0,3.327382335353852
360101001011,2.0,3.3355513132206496
360101001021,5.0,4.9723136598992905
360101001041,3.0,3.327382335353852
360101001081,4.0,3.327382335353852
360101001151,3.0,3.327382335353852
360101001241,3.0,3.327382335353852
360101001251,2.0,3.327382335353852
360101001311,4.0,3.327382335353852
360101001381,4.0,3.3355513132206496
360101001391,3.0,3.327382335353852
360101001421,4.0,3.327382335353852
360101001441,4.0,3.327382335353852
360101001501,5.0,4.9723136598992905
360101001641,4.0,3.3104966127093434
360101001651,4.0,3.3104966127093434
360101001731,4.0,3.327382335353852
360101001741,4.0,3.3154877424647458
360101001831,3.0,3.327382335353852
360101001841,4.0,3.327382335353852
360101001842,3.0,3.3154877424647458
360101001981,4.0,3.2442556162247986
360101002001,4.0,3.3154877424647458
360101002111,4.0,3.327382335353852
360101002151,5.0,4.9723136598992905
360101002181,4.0,3.327382335353852
360101002211,4.0,3.327382335353852
360101002231,3.0,3.3104966127093434
360101002301,3.0,3.1903080272014956
