building_id,damage_numeric,predicted_severity
246512003642,4.0,3.2701415971230428
246512003741,3.0,3.2701415971230428
246512003851,5.0,4.9723136598992905
246512003891,3.0,2.1655856190430973
246512003901,3.0,3.2307243445439995
246512003911,1.0,1.7965281134056525
246512003991,1.0,1.7965281134056525
246512004041,4.0,3.3647551843427
246512004061,4.0,3.089742668064379
246512004081,3.0,3.2307243445439995
246512004121,3.0,3.2701415971230428
246512004131,1.0,1.5571358180656318
246512004151,3.0,2.8142073154722858
246512004181,3.0,3.10874992864375
246512004201,4.0,3.1631965574044556
246512004261,4.0,3.2412551262712395
246512004301,1.0,1.575342755746905
246512004331,1.0,1.5871760098730814
246512004491,4.0,3.2412551262712395
246512004511,3.0,3.2412551262712395
246512004541,3.0,3.2412551262712395
246512004551,1.0,2.0756751580205712
246512004571,2.0,1.575342755746905
246512004701,1.0,1.5571358180656318
246512004712,3.0,1.8254664391400288
246512004831,3.0,3.2081959209506685
246512004832,4.0,3.2284817388902205
246512004871,2.0,3.257331887167007
246512004911,4.0,3.2307243445439995
246512004931,3.0,3.2021154530148332
246512004942,4.0,3.2701415971230428
246512005091,2.0,3.2701415971230428
246512005101,2.0,3.2701415971230428
246512005151,1.0,1.8072595014587558
246512005201,4.0,3.2877562754665126
246512005211,2.0,1.5571358180656318
246512005221,3.0,3.2412551262712395
246512005241,2.0,3.2412551262712395
246512005251,3.0,3.2412551262712395
246512005271,3.0,3.2701415971230428
246512005291,3.0,3.2877562754665126
246512005352,3.0,3.2701415971230428
246512005353,1.0,1.563326783041922
246512005381,3.0,3.207703107361396
246513000041,2.0,3.2081959209506685
246513000071,1.0,3.247821741673462
246513000161,2.0,3.257331887167007
246513000171,1.0,3.2701415971230428
246513000201,3.0,3.327382335353852
246513000301,1.0,3.2701415971230428
246513000311,1.0,3.2701415971230428
246513000421,1.0,3.2081959209506685
246513000451,2.0,2.0051300905515035
246513000511,1.0,3.2701415971230428
246513000551,1.0,3.2701415971230428
246513000571,2.0,3.2701415971230428
246513000621,1.0,1.7669923631971798
246513000651,2.0,3.2701415971230428
246513000671,5.0,4.9723136598992905
246513000701,1.0,3.2701415971230428
246513000761,1.0,3.2701415971230428
246513000801,2.0,3.257331887167007
246513000841,2.0,3.2701415971230428
246513000861,1.0,3.2701415971230428
246513000911,2.0,1.8551870169912157
246513001011,2.0,3.2701415971230428
246513001041,3.0,3.2701415971230428
246513001071,2.0,3.2701415971230428
246513001121,3.0,3.2701415971230428
246513001141,3.0,3.2701415971230428
246513001171,3.0,3.2701415971230428
246513001191,5.0,4.9723136598992905
246513001251,4.0,3.2701415971230428
246513001301,3.0,3.2701415971230428
246513001331,2.0,3.2701415971230428
246513001391,3.0,3.2701415971230428
246513001451,2.0,3.2701415971230428
246513001521,2.0,3.2081959209506685
246513001621,2.0,1.7669923631971798
246513001651,2.0,3.2701415971230428
246513001711,2.0,3.2701415971230428
