building_id,damage_numeric,predicted_severity
204509000391,4.0,3.311593636779544
204509000431,4.0,3.311593636779544
204509000441,3.0,3.288414906078232
204509000511,4.0,3.311593636779544
204601000011,2.0,2.272712077436437
204601000041,2.0,2.2675794929432227
204601000151,3.0,2.2675794929432227
204601000181,4.0,2.2616318653824363
204601000201,3.0,2.2450137193544375
204601000271,3.0,2.2450137193544375
204601000301,3.0,2.3952760493445875
204601000371,2.0,2.0592968026629905
204601000381,2.0,2.054120555179767
204601000411,2.0,2.0964178376561198
204601000412,3.0,2.8724935888929455
204601000491,3.0,2.0964178376561198
204601000601,2.0,2.0041000785393446
204601000661,3.0,2.1488488752803696
204601000791,3.0,2.2450137193544375
204601000811,4.0,2.2033035771735263
204601000991,3.0,2.8724935888929455
204601001001,3.0,2.3996467476735495
204601001011,2.0,2.2450137193544375
204601001031,3.0,2.3881621165601414
204601001041,3.0,2.9451554264811324
204601001051,4.0,2.8865323226423296
204601001121,3.0,2.8724935888929455
204601001191,2.0,2.092256004648501
204601001341,2.0,2.2207760755906305
204601001371,3.0,2.272712077436437
204601001422,5.0,5.0
204601001431,2.0,2.071471194635429
204601001511,3.0,2.092256004648501
204601001531,2.0,2.054120555179767
204601001571,4.0,2.2503118257991033
204601001581,4.0,2.1154574889425093
204601001631,2.0,2.212255737544437
204601001681,4.0,2.1488488752803696
204601001791,3.0,2.174230885417334
204601001801,5.0,5.0
204601001811,4.0,2.1682832578565474
204601001831,3.0,2.1154574889425093
204601001921,3.0,2.243374673101186
204601002021,3.0,2.272712077436437
204601002081,2.0,2.092256004648501
204601002101,3.0,2.243374673101186
204601002201,3.0,2.2786597049972235
204601002221,1.0,1.578989911701069
204601002321,4.0,2.324820782883404
204601002331,4.0,2.2450137193544375
204601002381,4.0,2.2786597049972235
204601002441,2.0,1.5834819751065996
204601002471,3.0,2.232839327381999
204601002501,4.0,2.2339335073004367
204601002521,4.0,2.2675794929432227
204601002691,2.0,1.578989911701069
204601002731,2.0,1.9772833874443818
204601002751,4.0,2.259801025683
204601002761,4.0,2.8872404631928292
204601002811,2.0,2.104729545446333
204601002821,2.0,2.324820782883404
204601002851,2.0,2.104729545446333
204602000021,4.0,2.157167631123421
204602000041,5.0,5.0
204602000051,3.0,2.1607006827044364
204602000101,3.0,2.3909995955858943
204602000111,5.0,5.0
204602000171,2.0,2.071471194635429
204602000181,2.0,1.578989911701069
204602000201,3.0,2.272712077436437
204602000232,2.0,1.9551096139110808
204602000321,3.0,2.18486598920542
204602000341,4.0,2.8567565720502075
204602000431,2.0,1.578989911701069
204602000471,2.0,2.029761052454518
204602000561,3.0,2.144993239150982
204602000601,2.0,2.2786597049972235
204602000641,4.0,2.3996467476735495
204602000661,2.0,2.232839327381999
204602000691,5.0,5.0
204602000721,4.0,2.2786597049972235
204602000761,3.0,2.1154574889425093
204602000822,3.0,2.0041000785393446
204602000831,4.0,2.3841958372905867
204602000881,2.0,2.9389124230184023
204602000891,4.0,2.9313075968052598
204602000901,2.0,2.9451554264811324
204603000011,3.0,2.2033035771735263
204603000021,2.0,2.085972655034362
204603000051,3.0,2.3996467476735495
204603000091,4.0,2.2786597049972235
204603000101,2.0,2.1262807633090937
204603000131,3.0,2.0041000785393446
204603000161,3.0,2.259801025683
204603000191,3.0,2.116972444373539
204603000201,2.0,2.2786597049972235
204603000261,4.0,2.259801025683
204603000271,3.0,2.2786597049972235
204603000321,3.0,2.259801025683
204603000341,3.0,2.1154574889425093
204603000431,3.0,2.2450137193544375
204603000461,3.0,2.2786597049972235
204603000521,3.0,2.2786597049972235
204603000551,3.0,2.2786597049972235
204603000561,3.0,2.0592968026629905
204603000581,4.0,2.1908136167662065
204603000631,2.0,1.8832396292381768
204603000632,2.0,2.174230885417334
204603000701,3.0,2.318873155322618
204603000721,3.0,2.144993239150982
204603000741,3.0,2.2450137193544375
204603000771,3.0,2.104729545446333
204603000821,2.0,1.9946340269000442
204603000831,3.0,2.171954937451983
204603000861,3.0,2.318873155322618
204603000871,4.0,2.2245205715389478
204603000951,2.0,2.2450137193544375
204603000961,2.0,1.9529238847191328
204603001011,3.0,2.2450137193544375
204603001031,4.0,2.2786597049972235
204603001041,3.0,2.305962103569181
204603001091,1.0,2.0151287528900634
204603001102,2.0,1.927262910803959
204603001121,3.0,2.262076973648351
204604000021,2.0,2.029761052454518
