building_id,damage_numeric,predicted_severity
222407010781,3.0,3.250879884705286
222407010841,5.0,5.0
222407010861,4.0,3.342626108103183
222407010871,5.0,5.0
222407010881,3.0,3.26695724274932
222407011041,1.0,2.142751714958061
222407011051,1.0,2.2229479637467118
222407011101,3.0,3.250879884705286
222407011111,4.0,3.3016064179982947
222407011211,2.0,3.250879884705286
222407011301,5.0,5.0
222407011421,5.0,4.987557432648621
222407011441,1.0,2.141049503076481
222407011471,4.0,3.250879884705286
222407011501,1.0,2.13167150290406
222407011511,2.0,2.0201641616496957
222407011541,1.0,2.13167150290406
222407011551,1.0,2.142751714958061
222407011621,1.0,2.13167150290406
222407011631,1.0,2.13167150290406
222407011671,4.0,3.342626108103183
222407011731,3.0,3.343651698357149
222407011741,4.0,3.343651698357149
222407011751,4.0,3.343651698357149
222407011761,3.0,3.343651698357149
222407011771,1.0,3.343651698357149
222407020011,4.0,3.3267659757126404
222407020051,4.0,3.5163680994055166
222407020121,4.0,3.342626108103183
222407020142,2.0,3.3290335881115967
222407020152,5.0,4.987557432648621
222407020191,5.0,3.35079508596998
222407020211,4.0,3.2291685605896094
222407020291,4.0,3.2371901842814905
222407020371,4.0,3.342626108103183
222407020402,3.0,3.2371901842814905
222407020481,4.0,3.343651698357149
222407020491,4.0,3.351820676223946
222407020691,5.0,4.987557432648621
222407020721,3.0,3.5163680994055166
222407020811,4.0,3.342626108103183
222407020821,5.0,4.987557432648621
222407020942,5.0,4.987557432648621
222407020991,5.0,4.987557432648621
222407021031,5.0,4.987557432648621
222407021041,3.0,3.3814593080164457
222407021181,3.0,3.496504054331183
222407021201,4.0,3.35079508596998
222407021241,4.0,3.342626108103183
222407021251,5.0,4.987557432648621
222407021261,5.0,4.987557432648621
222407021301,5.0,4.987557432648621
222407021321,5.0,4.987557432648621
222407021341,5.0,4.987557432648621
222407021351,5.0,4.987557432648621
222407021421,5.0,5.0
222407021471,5.0,4.987557432648621
222407021592,5.0,4.987557432648621
222407021671,2.0,3.481038730864725
222407021711,5.0,3.496504054331183
222407021801,5.0,4.987557432648621
222407021831,5.0,3.3807292258158346
222407021861,5.0,4.987557432648621
222407030021,4.0,3.259466926284527
222407030091,5.0,5.0
222407030101,5.0,5.0
222407030151,5.0,5.0
222407030152,5.0,4.987557432648621
222407030172,1.0,1.5834819751065996
222407030211,5.0,5.0
222407030231,5.0,4.987557432648621
222407030261,2.0,1.578989911701069
222407030301,5.0,5.0
222408010031,4.0,3.2055517999508267
222408010052,3.0,3.2055517999508267
222408010091,5.0,4.987557432648621
222408010131,4.0,3.3389004930808746
222408010141,4.0,3.342626108103183
222408010161,5.0,4.987557432648621
222408010241,2.0,2.668289305076561
222408010261,1.0,2.668289305076561
222408010291,4.0,3.342626108103183
222408010371,4.0,3.342626108103183
222408010421,4.0,3.35079508596998
222408010541,4.0,3.5218309186666645
222408010641,4.0,3.537296242133122
222408010701,4.0,3.3290335881115967
222408010741,4.0,3.3280079978576307
222408010751,5.0,4.987557432648621
222408010761,5.0,4.987557432648621
222408010771,5.0,4.987557432648621
222408010811,5.0,4.987557432648621
222408010821,5.0,4.987557432648621
222408010871,4.0,3.537296242133122
222408010891,5.0,4.987557432648621
222408010921,5.0,4.987557432648621
222408010931,3.0,3.35079508596998
222408020051,4.0,3.496504054331183
222408020091,3.0,3.351820676223946
222408020101,5.0,4.987557432648621
222408020141,4.0,3.35079508596998
222408020161,4.0,3.35079508596998
222408020191,5.0,4.987557432648621
222408020201,5.0,4.987557432648621
222408020261,4.0,3.351820676223946
222408020291,4.0,3.351820676223946
222408020301,4.0,3.351820676223946
222408020321,4.0,3.35079508596998
222408020361,4.0,3.3290335881115967
222408020391,3.0,3.351820676223946
222408020431,5.0,4.987557432648621
222408020531,4.0,3.351820676223946
222408020661,4.0,3.342626108103183
222408020701,4.0,3.3290335881115967
222408020711,4.0,3.3267659757126404
222408020761,4.0,3.3290335881115967
222408020771,3.0,3.351820676223946
222408020881,4.0,3.35079508596998
222408021021,4.0,3.351820676223946
222408021061,4.0,3.35079508596998
222408021081,4.0,3.343651698357149
222408021121,5.0,4.987557432648621
222408021151,5.0,4.987557432648621
222408021181,3.0,3.296761016796637
222408021231,4.0,3.351820676223946
222408021241,5.0,4.987557432648621
222408021291,5.0,4.987557432648621
222408021321,4.0,3.2315324545115156
222408021331,4.0,3.2315324545115156
222408021421,1.0,1.5703666173462063
222408021441,4.0,3.35079508596998
222408021491,4.0,3.35079508596998
222408021541,5.0,4.987557432648621
222408030081,4.0,3.4184991500309896
222408030221,5.0,4.987557432648621
222409010011,5.0,4.987557432648621
222409010141,4.0,3.35079508596998
222409010201,4.0,3.35079508596998
222409010231,4.0,3.351820676223946
222409010401,4.0,3.35079508596998
222409010431,4.0,3.342626108103183
222409020021,1.0,1.5834819751065996
222409020031,4.0,3.35079508596998
222409020051,4.0,3.360407717803188
222409020081,4.0,3.496504054331183
222409020091,5.0,4.987557432648621
222409020101,5.0,3.0315556833887314
222409020111,4.0,3.35079508596998
222409020251,5.0,4.987557432648621
222409020261,3.0,3.35079508596998
222409020301,5.0,4.987557432648621
222409020321,4.0,3.35079508596998
