building_id,damage_numeric,predicted_severity
304301000791,5.0,4.9723136598992905
304301000821,5.0,4.9723136598992905
304301000841,4.0,3.3355513132206496
304301000881,4.0,3.327382335353852
304301000911,5.0,4.9723136598992905
304301000941,5.0,4.9723136598992905
304302000031,5.0,4.9723136598992905
304302000041,5.0,4.9723136598992905
304302000091,5.0,4.9723136598992905
304302000141,5.0,4.9723136598992905
304302000241,5.0,4.9723136598992905
304302000281,5.0,4.9723136598992905
304302000291,5.0,4.9723136598992905
304302000441,5.0,3.3348072315519746
304302000451,4.0,3.3682863511852634
304302000471,5.0,4.9723136598992905
304302000501,5.0,4.9723136598992905
304302000581,5.0,4.9723136598992905
304302000621,5.0,4.9723136598992905
304303000011,5.0,4.9723136598992905
304303000141,4.0,3.327382335353852
304303000171,5.0,4.9723136598992905
304303000191,5.0,4.9723136598992905
304303000281,5.0,4.9723136598992905
304303000291,5.0,4.9723136598992905
304303000371,5.0,4.944368288532229
304303000391,5.0,4.9723136598992905
304303000411,5.0,4.9723136598992905
304303000431,5.0,4.9723136598992905
304303000541,5.0,4.9723136598992905
304303000571,5.0,4.9723136598992905
304303000591,5.0,4.9723136598992905
304303000711,5.0,4.9723136598992905
304303000751,5.0,4.9723136598992905
304303000771,5.0,4.9723136598992905
304303000801,5.0,4.9723136598992905
304303000811,5.0,4.9723136598992905
304303000861,5.0,4.9723136598992905
304303000931,5.0,4.9723136598992905
304303000951,5.0,4.9723136598992905
304303001031,5.0,4.9723136598992905
304303001121,5.0,4.9723136598992905
304304010121,5.0,4.9723136598992905
304304010141,5.0,4.9723136598992905
304304010211,4.0,3.3115222029633093
304304030011,5.0,4.9723136598992905
304304030081,5.0,4.9723136598992905
304304030171,5.0,4.9723136598992905
304304030211,5.0,4.9723136598992905
304304030221,5.0,4.9723136598992905
304304030301,5.0,4.9723136598992905
304304030321,5.0,4.9723136598992905
304304030331,5.0,4.9723136598992905
304304030451,5.0,4.9723136598992905
304304030471,5.0,4.9723136598992905
304304030491,5.0,4.9723136598992905
304305000121,5.0,4.9723136598992905
304305000151,5.0,4.9723136598992905
304305000171,5.0,4.9723136598992905
304305000191,5.0,4.9723136598992905
304305000221,5.0,4.9723136598992905
304305000291,5.0,4.9723136598992905
304305000361,5.0,4.9723136598992905
304305000471,5.0,4.9723136598992905
304305000481,5.0,3.2273698935802897
304305000571,3.0,3.3115222029633093
304305000581,5.0,4.9723136598992905
304305000641,4.0,3.3104966127093434
304305000671,5.0,4.9723136598992905
304305000861,5.0,4.9723136598992905
304305001041,4.0,3.349549461797447
304305001051,4.0,3.3365769034746156
304305001081,5.0,4.9723136598992905
304305001111,4.0,3.4231482152191255
304305001171,5.0,4.9723136598992905
304305001191,5.0,4.9723136598992905
304306000061,4.0,3.4379835944595682
304306000071,4.0,3.3682863511852634
304306000121,5.0,4.9723136598992905
304306000141,5.0,4.9723136598992905
304306000161,5.0,4.9723136598992905
304306000251,5.0,4.9723136598992905
304306000291,5.0,4.944368288532229
304306000361,5.0,4.9723136598992905
304306000421,5.0,4.9723136598992905
304306000441,5.0,4.9723136598992905
304306000491,5.0,4.9723136598992905
304306000521,5.0,4.9723136598992905
304306000621,5.0,4.9723136598992905
304306000661,5.0,4.9723136598992905
304306000781,5.0,4.9723136598992905
304306000811,5.0,4.9723136598992905
