building_id,damage_numeric,predicted_severity
120101000031,2.0,2.748144282808048
120101000071,5.0,4.944368288532229
120101000091,3.0,2.754387286270778
120101000141,2.0,2.775571633186185
120101000201,3.0,2.775571633186185
120101000221,3.0,2.775571633186185
120101000281,1.0,2.767446714039364
120101000331,4.0,2.775571633186185
120101000411,1.0,2.77175620625206
120101000421,2.0,2.775571633186185
120101000431,2.0,2.775571633186185
120101000451,4.0,2.775571633186185
120101000471,2.0,2.776113966530396
120101000501,2.0,2.774817326153051
120102000031,3.0,2.775571633186185
120102000071,3.0,2.7965179948753787
120102000141,3.0,2.775571633186185
120102000291,1.0,2.816715493824918
120102000361,3.0,2.775571633186185
120102000391,1.0,2.7355435772473804
120102000401,2.0,2.775571633186185
120102000411,3.0,2.774817326153051
120102000472,3.0,2.774817326153051
120102000491,1.0,2.19709721591146
120102000681,1.0,2.510697766701969
120102000741,5.0,2.775571633186185
120102000772,1.0,2.776113966530396
120102000801,1.0,2.8156851362422826
120102000831,3.0,2.776113966530396
120103000041,3.0,2.774817326153051
120103000101,3.0,2.7965179948753787
120103000211,1.0,2.8020514579749918
120103000262,1.0,2.791158962751748
120103000341,5.0,4.9723136598992905
120103000391,2.0,2.7965179948753787
120103000521,2.0,2.775571633186185
120103000641,1.0,2.776113966530396
120103000681,3.0,2.775571633186185
120103000701,1.0,2.767446714039364
120103000721,1.0,2.776113966530396
120103000751,1.0,2.767446714039364
120103000771,1.0,2.8020514579749918
120103000921,3.0,2.8043790516935103
120103000942,1.0,2.776113966530396
120103000951,1.0,2.775571633186185
120103000991,4.0,2.775571633186185
120103001011,2.0,2.775571633186185
120103001121,3.0,2.775571633186185
120103001141,1.0,2.775571633186185
120104000101,1.0,2.775571633186185
120104000221,2.0,2.776113966530396
120104000241,1.0,2.775571633186185
120104000281,1.0,2.774817326153051
120104000351,1.0,2.7965179948753787
120104000551,1.0,2.776113966530396
120104000631,2.0,2.0591423182883983
120105000011,3.0,2.767446714039364
120105000141,2.0,2.775571633186185
120105000271,4.0,2.774817326153051
120105000341,2.0,2.775571633186185
120105000432,1.0,2.775571633186185
120105000441,1.0,2.774817326153051
120105000521,2.0,2.775571633186185
120106000071,1.0,2.775571633186185
120106000111,2.0,2.776113966530396
120106000141,3.0,2.775571633186185
120106000271,2.0,2.776113966530396
120106000351,2.0,2.774817326153051
120106000371,1.0,2.7889273051759487
120106000401,1.0,2.775571633186185
120106000431,2.0,2.775571633186185
120106000481,3.0,2.774817326153051
120106000531,2.0,2.778980537669911
120106000601,3.0,2.774817326153051
120106000671,1.0,2.781105096285799
120106000681,1.0,2.7889273051759487
120106000701,1.0,2.767446714039364
120106000751,1.0,2.77031328517888
